Table,Row,Risk,StdErr,LowerCL,UpperCL,_SkipLine
Table any_sex * e_any_anx,Difference,-0.0769,0.0141,-0.1045,-0.0493,1
Table any_sex * e_any_phb,Row 1,0.0527,0.0003,0.0521,0.0534,
Table any_sex * e_any_phb,Row 2,0.0832,0.0084,0.0667,0.0996,
Table any_sex * e_any_phb,Total,0.0528,0.0003,0.0521,0.0534,
Table any_sex * e_any_phb,Difference,-0.0304,0.0084,-0.0469,-0.0140,1
Table any_sex * e_any_ptsd,Row 1,0.0443,0.0003,0.0437,0.0449,
Table any_sex * e_any_ptsd,Row 2,0.0749,0.0081,0.0590,0.0907,
Table any_sex * e_any_ptsd,Total,0.0443,0.0003,0.0437,0.0449,
Table any_sex * e_any_ptsd,Difference,-0.0306,0.0081,-0.0465,-0.0147,1
Table any_sex * e_any_som,Row 1,0.0226,0.0002,0.0222,0.0231,
Table any_sex * e_any_som,Row 2,0.0268,0.0049,0.0172,0.0364,
Table any_sex * e_any_som,Total,0.0226,0.0002,0.0222,0.0231,
Table any_sex * e_any_som,Difference,-0.0042,0.0049,-0.0138,0.0054,1
Table any_sex * e_any_psy,Row 1,0.0370,0.0003,0.0364,0.0375,
Table any_sex * e_any_psy,Row 2,0.0758,0.0080,0.0600,0.0916,
Table any_sex * e_any_psy,Total,0.0370,0.0003,0.0365,0.0376,
Table any_sex * e_any_psy,Difference,-0.0388,0.0080,-0.0546,-0.0230,1
Table any_sex * e_any_oth,Row 1,0.3644,0.0007,0.3629,0.3658,
Table any_sex * e_any_oth,Row 2,0.4750,0.0152,0.4452,0.5049,
Table any_sex * e_any_oth,Total,0.3645,0.0007,0.3631,0.3660,
Table any_sex * e_any_oth,Difference,-0.1107,0.0152,-0.1405,-0.0808,1
Table any_sex * e_any_slp,Row 1,0.2718,0.0007,0.2705,0.2732,
Table any_sex * e_any_slp,Row 2,0.3799,0.0148,0.3508,0.4089,
Table any_sex * e_any_slp,Total,0.2720,0.0007,0.2707,0.2733,
Table any_sex * e_any_slp,Difference,-0.1080,0.0148,-0.1370,-0.0790,1
Table any_sex * e_any_sex,Row 1,0.0436,0.0003,0.0430,0.0442,
Table any_sex * e_any_sex,Row 2,0.0933,0.0088,0.0760,0.1107,
Table any_sex * e_any_sex,Total,0.0437,0.0003,0.0431,0.0443,
Table any_sex * e_any_sex,Difference,-0.0497,0.0088,-0.0670,-0.0324,1
Table any_sex * e_any_per,Row 1,0.0244,0.0002,0.0239,0.0248,
Table any_sex * e_any_per,Row 2,0.0573,0.0071,0.0435,0.0712,
Table any_sex * e_any_per,Total,0.0244,0.0002,0.0240,0.0249,
Table any_sex * e_any_per,Difference,-0.0329,0.0071,-0.0468,-0.0191,1
Table any_sex * e_any_sui,Row 1,0.0173,0.0002,0.0169,0.0176,
Table any_sex * e_any_sui,Row 2,0.0416,0.0061,0.0297,0.0535,
Table any_sex * e_any_sui,Total,0.0173,0.0002,0.0169,0.0176,
Table any_sex * e_any_sui,Difference,-0.0243,0.0061,-0.0362,-0.0124,1
Table any_per * e_any_adhd,Row 1,0.0410,0.0003,0.0405,0.0416,
Table any_per * e_any_adhd,Row 2,0.1015,0.0090,0.0839,0.1190,
Table any_per * e_any_adhd,Total,0.0411,0.0003,0.0406,0.0417,
Table any_per * e_any_adhd,Difference,-0.0604,0.0090,-0.0780,-0.0429,1
Table any_per * e_any_sub,Row 1,0.0833,0.0004,0.0825,0.0841,
Table any_per * e_any_sub,Row 2,0.1804,0.0113,0.1582,0.2026,
Table any_per * e_any_sub,Total,0.0835,0.0004,0.0827,0.0842,
Table any_per * e_any_sub,Difference,-0.0971,0.0113,-0.1193,-0.0749,1
Table any_per * e_any_dep,Row 1,0.4323,0.0008,0.4308,0.4338,
Table any_per * e_any_dep,Row 2,0.6964,0.0136,0.6698,0.7231,
Table any_per * e_any_dep,Total,0.4327,0.0008,0.4312,0.4342,
Table any_per * e_any_dep,Difference,-0.2641,0.0136,-0.2908,-0.2375,1
Table any_per * e_any_str,Row 1,0.4230,0.0008,0.4216,0.4245,
Table any_per * e_any_str,Row 2,0.6149,0.0144,0.5867,0.6431,
Table any_per * e_any_str,Total,0.4233,0.0008,0.4218,0.4248,
Table any_per * e_any_str,Difference,-0.1919,0.0144,-0.2201,-0.1637,1
Table any_per * e_any_anx,Row 1,0.2289,0.0006,0.2277,0.2302,
Table any_per * e_any_anx,Row 2,0.3721,0.0143,0.3441,0.4001,
Table any_per * e_any_anx,Total,0.2291,0.0006,0.2279,0.2304,
Table any_per * e_any_anx,Difference,-0.1431,0.0143,-0.1711,-0.1151,1
Table any_per * e_any_phb,Row 1,0.0527,0.0003,0.0521,0.0534,
Table any_per * e_any_phb,Row 2,0.0963,0.0087,0.0792,0.1133,
Table any_per * e_any_phb,Total,0.0528,0.0003,0.0521,0.0534,
Table any_per * e_any_phb,Difference,-0.0436,0.0087,-0.0606,-0.0265,1
Table any_per * e_any_ptsd,Row 1,0.0442,0.0003,0.0436,0.0448,
Table any_per * e_any_ptsd,Row 2,0.0937,0.0086,0.0768,0.1105,
Table any_per * e_any_ptsd,Total,0.0443,0.0003,0.0437,0.0449,
Table any_per * e_any_ptsd,Difference,-0.0494,0.0086,-0.0663,-0.0326,1
Table any_per * e_any_som,Row 1,0.0226,0.0002,0.0221,0.0230,
Table any_per * e_any_som,Row 2,0.0416,0.0060,0.0299,0.0534,
Table any_per * e_any_som,Total,0.0226,0.0002,0.0222,0.0231,
Table any_per * e_any_som,Difference,-0.0190,0.0060,-0.0308,-0.0073,1
Table any_per * e_any_psy,Row 1,0.0369,0.0003,0.0364,0.0375,
Table any_per * e_any_psy,Row 2,0.1032,0.0090,0.0855,0.1209,
Table any_per * e_any_psy,Total,0.0370,0.0003,0.0365,0.0376,
Table any_per * e_any_psy,Difference,-0.0663,0.0090,-0.0840,-0.0486,1
Table any_per * e_any_oth,Row 1,0.3643,0.0007,0.3628,0.3657,
Table any_per * e_any_oth,Row 2,0.5360,0.0148,0.5071,0.5649,
Table any_per * e_any_oth,Total,0.3645,0.0007,0.3631,0.3660,
Table any_per * e_any_oth,Difference,-0.1717,0.0148,-0.2006,-0.1428,1
Table any_per * e_any_slp,Row 1,0.2717,0.0007,0.2704,0.2731,
Table any_per * e_any_slp,Row 2,0.4354,0.0147,0.4066,0.4641,
Table any_per * e_any_slp,Total,0.2720,0.0007,0.2707,0.2733,
Table any_per * e_any_slp,Difference,-0.1636,0.0147,-0.1924,-0.1349,1
Table any_per * e_any_sex,Row 1,0.0437,0.0003,0.0431,0.0443,
Table any_per * e_any_sex,Row 2,0.0746,0.0077,0.0594,0.0898,
Table any_per * e_any_sex,Total,0.0437,0.0003,0.0431,0.0443,
Table any_per * e_any_sex,Difference,-0.0309,0.0077,-0.0461,-0.0158,1
Table any_per * e_any_per,Row 1,0.0243,0.0002,0.0239,0.0248,
Table any_per * e_any_per,Row 2,0.0789,0.0079,0.0634,0.0945,
Table any_per * e_any_per,Total,0.0244,0.0002,0.0240,0.0249,
Table any_per * e_any_per,Difference,-0.0546,0.0079,-0.0701,-0.0390,1
Table any_per * e_any_sui,Row 1,0.0172,0.0002,0.0169,0.0176,
Table any_per * e_any_sui,Row 2,0.0520,0.0065,0.0392,0.0649,
Table any_per * e_any_sui,Total,0.0173,0.0002,0.0169,0.0176,
Table any_per * e_any_sui,Difference,-0.0348,0.0065,-0.0476,-0.0220,1
Table any_sui * e_any_adhd,Row 1,0.0409,0.0003,0.0404,0.0415,
Table any_sui * e_any_adhd,Row 2,0.1025,0.0058,0.0911,0.1140,
Table any_sui * e_any_adhd,Total,0.0411,0.0003,0.0406,0.0417,
Table any_sui * e_any_adhd,Difference,-0.0616,0.0058,-0.0730,-0.0502,1
Table any_sui * e_any_sub,Row 1,0.0831,0.0004,0.0823,0.0838,
Table any_sui * e_any_sub,Row 2,0.1996,0.0077,0.1846,0.2147,
Table any_sui * e_any_sub,Total,0.0835,0.0004,0.0827,0.0842,
Table any_sui * e_any_sub,Difference,-0.1166,0.0077,-0.1316,-0.1016,1
Table any_sui * e_any_dep,Row 1,0.4318,0.0008,0.4303,0.4333,
Table any_sui * e_any_dep,Row 2,0.6964,0.0088,0.6791,0.7136,
Table any_sui * e_any_dep,Total,0.4327,0.0008,0.4312,0.4342,
Table any_sui * e_any_dep,Difference,-0.2646,0.0088,-0.2819,-0.2473,1
Table any_sui * e_any_str,Row 1,0.4224,0.0008,0.4209,0.4239,
Table any_sui * e_any_str,Row 2,0.7029,0.0088,0.6857,0.7201,
Table any_sui * e_any_str,Total,0.4233,0.0008,0.4218,0.4248,
Table any_sui * e_any_str,Difference,-0.2805,0.0088,-0.2977,-0.2633,1
Table any_sui * e_any_anx,Row 1,0.2287,0.0006,0.2274,0.2299,
Table any_sui * e_any_anx,Row 2,0.3636,0.0092,0.3455,0.3817,
Table any_sui * e_any_anx,Total,0.2291,0.0006,0.2279,0.2304,
Table any_sui * e_any_anx,Difference,-0.1349,0.0092,-0.1530,-0.1169,1
Table any_sui * e_any_phb,Row 1,0.0526,0.0003,0.0520,0.0533,
Table any_sui * e_any_phb,Row 2,0.0909,0.0055,0.0800,0.1018,
Table any_sui * e_any_phb,Total,0.0528,0.0003,0.0521,0.0534,
Table any_sui * e_any_phb,Difference,-0.0383,0.0055,-0.0491,-0.0274,1
Table any_sui * e_any_ptsd,Row 1,0.0441,0.0003,0.0435,0.0447,
Table any_sui * e_any_ptsd,Row 2,0.1022,0.0058,0.0907,0.1136,
Table any_sui * e_any_ptsd,Total,0.0443,0.0003,0.0437,0.0449,
Table any_sui * e_any_ptsd,Difference,-0.0581,0.0058,-0.0695,-0.0466,1
Table any_sui * e_any_som,Row 1,0.0226,0.0002,0.0221,0.0230,
Table any_sui * e_any_som,Row 2,0.0389,0.0037,0.0317,0.0461,
Table any_sui * e_any_som,Total,0.0226,0.0002,0.0222,0.0231,
Table any_sui * e_any_som,Difference,-0.0164,0.0037,-0.0236,-0.0091,1
Table any_sui * e_any_psy,Row 1,0.0368,0.0003,0.0363,0.0374,
Table any_sui * e_any_psy,Row 2,0.0905,0.0055,0.0798,0.1013,
Table any_sui * e_any_psy,Total,0.0370,0.0003,0.0365,0.0376,
Table any_sui * e_any_psy,Difference,-0.0537,0.0055,-0.0645,-0.0429,1
Table any_sui * e_any_oth,Row 1,0.3639,0.0007,0.3625,0.3654,
Table any_sui * e_any_oth,Row 2,0.5418,0.0096,0.5231,0.5606,
Table any_sui * e_any_oth,Total,0.3645,0.0007,0.3631,0.3660,
Table any_sui * e_any_oth,Difference,-0.1779,0.0096,-0.1967,-0.1591,1
Table any_sui * e_any_slp,Row 1,0.2714,0.0007,0.2701,0.2727,
Table any_sui * e_any_slp,Row 2,0.4422,0.0095,0.4235,0.4609,
Table any_sui * e_any_slp,Total,0.2720,0.0007,0.2707,0.2733,
Table any_sui * e_any_slp,Difference,-0.1708,0.0095,-0.1895,-0.1521,1
Table any_sui * e_any_sex,Row 1,0.0436,0.0003,0.0430,0.0442,
Table any_sui * e_any_sex,Row 2,0.0836,0.0053,0.0732,0.0941,
Table any_sui * e_any_sex,Total,0.0437,0.0003,0.0431,0.0443,
Table any_sui * e_any_sex,Difference,-0.0401,0.0053,-0.0505,-0.0296,1
Table any_sui * e_any_per,Row 1,0.0243,0.0002,0.0238,0.0247,
Table any_sui * e_any_per,Row 2,0.0713,0.0049,0.0616,0.0809,
Table any_sui * e_any_per,Total,0.0244,0.0002,0.0240,0.0249,
Table any_sui * e_any_per,Difference,-0.0470,0.0049,-0.0567,-0.0374,1
Table any_sui * e_any_sui,Row 1,0.0171,0.0002,0.0167,0.0175,
Table any_sui * e_any_sui,Row 2,0.0702,0.0049,0.0606,0.0798,
Table any_sui * e_any_sui,Total,0.0173,0.0002,0.0169,0.0176,
Table any_sui * e_any_sui,Difference,-0.0531,0.0049,-0.0627,-0.0435,1
Table any_con * e_any_adhd,Row 1,0.0404,0.0003,0.0398,0.0409,
Table any_con * e_any_adhd,Row 2,0.0582,0.0013,0.0556,0.0608,
Table any_con * e_any_adhd,Total,0.0411,0.0003,0.0406,0.0417,
Table any_con * e_any_adhd,Difference,-0.0178,0.0013,-0.0204,-0.0152,1
Table any_con * e_any_sub,Row 1,0.0829,0.0004,0.0821,0.0836,
Table any_con * e_any_sub,Row 2,0.0971,0.0017,0.0939,0.1004,
Table any_con * e_any_sub,Total,0.0835,0.0004,0.0827,0.0842,
Table any_con * e_any_sub,Difference,-0.0143,0.0017,-0.0175,-0.0110,1
Table any_con * e_any_dep,Row 1,0.4300,0.0008,0.4285,0.4315,
Table any_con * e_any_dep,Row 2,0.4945,0.0028,0.4889,0.5000,
Table any_con * e_any_dep,Total,0.4327,0.0008,0.4312,0.4342,
Table any_con * e_any_dep,Difference,-0.0645,0.0028,-0.0701,-0.0590,1
Table any_con * e_any_str,Row 1,0.4210,0.0008,0.4195,0.4225,
Table any_con * e_any_str,Row 2,0.4765,0.0028,0.4710,0.4820,
Table any_con * e_any_str,Total,0.4233,0.0008,0.4218,0.4248,
Table any_con * e_any_str,Difference,-0.0555,0.0028,-0.0611,-0.0500,1
Table any_con * e_any_anx,Row 1,0.2278,0.0006,0.2265,0.2290,
Table any_con * e_any_anx,Row 2,0.2598,0.0025,0.2549,0.2646,
Table any_con * e_any_anx,Total,0.2291,0.0006,0.2279,0.2304,
Table any_con * e_any_anx,Difference,-0.0320,0.0025,-0.0368,-0.0271,1
Table any_con * e_any_phb,Row 1,0.0523,0.0003,0.0517,0.0530,
Table any_con * e_any_phb,Row 2,0.0630,0.0014,0.0603,0.0657,
Table any_con * e_any_phb,Total,0.0528,0.0003,0.0521,0.0534,
Table any_con * e_any_phb,Difference,-0.0107,0.0014,-0.0133,-0.0080,1
Table any_con * e_any_ptsd,Row 1,0.0440,0.0003,0.0434,0.0446,
Table any_con * e_any_ptsd,Row 2,0.0507,0.0012,0.0483,0.0531,
Table any_con * e_any_ptsd,Total,0.0443,0.0003,0.0437,0.0449,
Table any_con * e_any_ptsd,Difference,-0.0067,0.0012,-0.0091,-0.0042,1
Table any_con * e_any_som,Row 1,0.0224,0.0002,0.0219,0.0228,
Table any_con * e_any_som,Row 2,0.0276,0.0009,0.0258,0.0294,
Table any_con * e_any_som,Total,0.0226,0.0002,0.0222,0.0231,
Table any_con * e_any_som,Difference,-0.0052,0.0009,-0.0070,-0.0034,1
Table any_con * e_any_psy,Row 1,0.0366,0.0003,0.0360,0.0371,
Table any_con * e_any_psy,Row 2,0.0468,0.0012,0.0444,0.0491,
Table any_con * e_any_psy,Total,0.0370,0.0003,0.0365,0.0376,
Table any_con * e_any_psy,Difference,-0.0102,0.0012,-0.0125,-0.0078,1
Table any_con * e_any_oth,Row 1,0.3624,0.0007,0.3610,0.3639,
Table any_con * e_any_oth,Row 2,0.4121,0.0028,0.4066,0.4175,
Table any_con * e_any_oth,Total,0.3645,0.0007,0.3631,0.3660,
Table any_con * e_any_oth,Difference,-0.0497,0.0028,-0.0551,-0.0442,1
Table any_con * e_any_slp,Row 1,0.2698,0.0007,0.2685,0.2712,
Table any_con * e_any_slp,Row 2,0.3206,0.0026,0.3155,0.3258,
Table any_con * e_any_slp,Total,0.2720,0.0007,0.2707,0.2733,
Table any_con * e_any_slp,Difference,-0.0508,0.0026,-0.0560,-0.0457,1
Table any_con * e_any_sex,Row 1,0.0436,0.0003,0.0429,0.0442,
Table any_con * e_any_sex,Row 2,0.0471,0.0012,0.0448,0.0495,
Table any_con * e_any_sex,Total,0.0437,0.0003,0.0431,0.0443,
Table any_con * e_any_sex,Difference,-0.0036,0.0012,-0.0059,-0.0012,1
Table any_con * e_any_per,Row 1,0.0241,0.0002,0.0236,0.0245,
Table any_con * e_any_per,Row 2,0.0320,0.0010,0.0300,0.0340,
Table any_con * e_any_per,Total,0.0244,0.0002,0.0240,0.0249,
Table any_con * e_any_per,Difference,-0.0079,0.0010,-0.0099,-0.0060,1
Table any_con * e_any_sui,Row 1,0.0170,0.0002,0.0167,0.0174,
Table any_con * e_any_sui,Row 2,0.0230,0.0008,0.0213,0.0247,
Table any_con * e_any_sui,Total,0.0173,0.0002,0.0169,0.0176,
Table any_con * e_any_sui,Difference,-0.0060,0.0008,-0.0076,-0.0043,1
Table any_dev * e_any_adhd,Row 1,0.0404,0.0003,0.0398,0.0409,
Table any_dev * e_any_adhd,Row 2,0.0719,0.0019,0.0681,0.0757,
Table any_dev * e_any_adhd,Total,0.0411,0.0003,0.0406,0.0417,
Table any_dev * e_any_adhd,Difference,-0.0315,0.0019,-0.0353,-0.0277,1
Table any_dev * e_any_sub,Row 1,0.0826,0.0004,0.0818,0.0834,
Table any_dev * e_any_sub,Row 2,0.1186,0.0024,0.1139,0.1233,
Table any_dev * e_any_sub,Total,0.0835,0.0004,0.0827,0.0842,
Table any_dev * e_any_sub,Difference,-0.0360,0.0024,-0.0407,-0.0313,1
Table any_dev * e_any_dep,Row 1,0.4300,0.0008,0.4285,0.4315,
Table any_dev * e_any_dep,Row 2,0.5440,0.0037,0.5368,0.5512,
Table any_dev * e_any_dep,Total,0.4327,0.0008,0.4312,0.4342,
Table any_dev * e_any_dep,Difference,-0.1140,0.0037,-0.1212,-0.1068,1
Table any_dev * e_any_str,Row 1,0.4213,0.0008,0.4198,0.4227,
Table any_dev * e_any_str,Row 2,0.5076,0.0037,0.5003,0.5148,
Table any_dev * e_any_str,Total,0.4233,0.0008,0.4218,0.4248,
Table any_dev * e_any_str,Difference,-0.0863,0.0037,-0.0936,-0.0791,1
Table any_dev * e_any_anx,Row 1,0.2278,0.0006,0.2265,0.2290,
Table any_dev * e_any_anx,Row 2,0.2855,0.0033,0.2789,0.2920,
Table any_dev * e_any_anx,Total,0.2291,0.0006,0.2279,0.2304,
Table any_dev * e_any_anx,Difference,-0.0577,0.0034,-0.0642,-0.0511,1
Table any_dev * e_any_phb,Row 1,0.0523,0.0003,0.0517,0.0530,
Table any_dev * e_any_phb,Row 2,0.0710,0.0019,0.0673,0.0747,
Table any_dev * e_any_phb,Total,0.0528,0.0003,0.0521,0.0534,
Table any_dev * e_any_phb,Difference,-0.0187,0.0019,-0.0224,-0.0149,1
Table any_dev * e_any_ptsd,Row 1,0.0437,0.0003,0.0431,0.0443,
Table any_dev * e_any_ptsd,Row 2,0.0678,0.0019,0.0642,0.0715,
Table any_dev * e_any_ptsd,Total,0.0443,0.0003,0.0437,0.0449,
Table any_dev * e_any_ptsd,Difference,-0.0241,0.0019,-0.0277,-0.0205,1
Table any_dev * e_any_som,Row 1,0.0224,0.0002,0.0219,0.0228,
Table any_dev * e_any_som,Row 2,0.0319,0.0013,0.0293,0.0345,
Table any_dev * e_any_som,Total,0.0226,0.0002,0.0222,0.0231,
Table any_dev * e_any_som,Difference,-0.0095,0.0013,-0.0121,-0.0070,1
Table any_dev * e_any_psy,Row 1,0.0365,0.0003,0.0360,0.0370,
Table any_dev * e_any_psy,Row 2,0.0585,0.0017,0.0551,0.0619,
Table any_dev * e_any_psy,Total,0.0370,0.0003,0.0365,0.0376,
Table any_dev * e_any_psy,Difference,-0.0220,0.0017,-0.0255,-0.0186,1
Table any_dev * e_any_oth,Row 1,0.3625,0.0007,0.3611,0.3640,
Table any_dev * e_any_oth,Row 2,0.4457,0.0037,0.4385,0.4529,
Table any_dev * e_any_oth,Total,0.3645,0.0007,0.3631,0.3660,
Table any_dev * e_any_oth,Difference,-0.0832,0.0037,-0.0904,-0.0760,1
Table any_dev * e_any_slp,Row 1,0.2702,0.0007,0.2689,0.2716,
Table any_dev * e_any_slp,Row 2,0.3438,0.0035,0.3369,0.3507,
Table any_dev * e_any_slp,Total,0.2720,0.0007,0.2707,0.2733,
Table any_dev * e_any_slp,Difference,-0.0736,0.0035,-0.0805,-0.0666,1
Table any_dev * e_any_sex,Row 1,0.0434,0.0003,0.0428,0.0440,
Table any_dev * e_any_sex,Row 2,0.0581,0.0017,0.0547,0.0615,
Table any_dev * e_any_sex,Total,0.0437,0.0003,0.0431,0.0443,
Table any_dev * e_any_sex,Difference,-0.0147,0.0017,-0.0181,-0.0113,1
Table any_dev * e_any_per,Row 1,0.0240,0.0002,0.0236,0.0245,
Table any_dev * e_any_per,Row 2,0.0409,0.0015,0.0380,0.0439,
Table any_dev * e_any_per,Total,0.0244,0.0002,0.0240,0.0249,
Table any_dev * e_any_per,Difference,-0.0169,0.0015,-0.0198,-0.0140,1
Table any_dev * e_any_sui,Row 1,0.0170,0.0002,0.0167,0.0174,
Table any_dev * e_any_sui,Row 2,0.0283,0.0012,0.0258,0.0307,
Table any_dev * e_any_sui,Total,0.0173,0.0002,0.0169,0.0176,
Table any_dev * e_any_sui,Difference,-0.0113,0.0012,-0.0137,-0.0088,1
Table any_stm * e_any_adhd,Row 1,0.0407,0.0003,0.0401,0.0412,
Table any_stm * e_any_adhd,Row 2,0.0793,0.0028,0.0738,0.0848,
Table any_stm * e_any_adhd,Total,0.0411,0.0003,0.0406,0.0417,
Table any_stm * e_any_adhd,Difference,-0.0387,0.0028,-0.0441,-0.0332,1
Table any_stm * e_any_sub,Row 1,0.0832,0.0004,0.0824,0.0840,
Table any_stm * e_any_sub,Row 2,0.1034,0.0031,0.0973,0.1095,
Table any_stm * e_any_sub,Total,0.0835,0.0004,0.0827,0.0842,
Table any_stm * e_any_sub,Difference,-0.0202,0.0031,-0.0263,-0.0141,1
Table any_stm * e_any_dep,Row 1,0.4315,0.0008,0.4300,0.4329,
Table any_stm * e_any_dep,Row 2,0.5319,0.0051,0.5219,0.5418,
Table any_stm * e_any_dep,Total,0.4327,0.0008,0.4312,0.4342,
Table any_stm * e_any_dep,Difference,-0.1004,0.0051,-0.1104,-0.0904,1
Table any_stm * e_any_str,Row 1,0.4224,0.0008,0.4210,0.4239,
Table any_stm * e_any_str,Row 2,0.4926,0.0051,0.4826,0.5026,
Table any_stm * e_any_str,Total,0.4233,0.0008,0.4218,0.4248,
Table any_stm * e_any_str,Difference,-0.0702,0.0051,-0.0802,-0.0602,1
Table any_stm * e_any_anx,Row 1,0.2282,0.0006,0.2270,0.2294,
Table any_stm * e_any_anx,Row 2,0.3043,0.0047,0.2950,0.3135,
Table any_stm * e_any_anx,Total,0.2291,0.0006,0.2279,0.2304,
Table any_stm * e_any_anx,Difference,-0.0760,0.0047,-0.0853,-0.0668,1
Table any_stm * e_any_phb,Row 1,0.0525,0.0003,0.0518,0.0531,
Table any_stm * e_any_phb,Row 2,0.0767,0.0027,0.0714,0.0821,
Table any_stm * e_any_phb,Total,0.0528,0.0003,0.0521,0.0534,
Table any_stm * e_any_phb,Difference,-0.0243,0.0027,-0.0296,-0.0189,1
Table any_stm * e_any_ptsd,Row 1,0.0441,0.0003,0.0435,0.0447,
Table any_stm * e_any_ptsd,Row 2,0.0592,0.0024,0.0545,0.0639,
Table any_stm * e_any_ptsd,Total,0.0443,0.0003,0.0437,0.0449,
Table any_stm * e_any_ptsd,Difference,-0.0151,0.0024,-0.0198,-0.0104,1
Table any_stm * e_any_som,Row 1,0.0225,0.0002,0.0220,0.0229,
Table any_stm * e_any_som,Row 2,0.0325,0.0018,0.0289,0.0361,
Table any_stm * e_any_som,Total,0.0226,0.0002,0.0222,0.0231,
Table any_stm * e_any_som,Difference,-0.0100,0.0018,-0.0136,-0.0064,1
Table any_stm * e_any_psy,Row 1,0.0368,0.0003,0.0363,0.0374,
Table any_stm * e_any_psy,Row 2,0.0527,0.0023,0.0483,0.0572,
Table any_stm * e_any_psy,Total,0.0370,0.0003,0.0365,0.0376,
Table any_stm * e_any_psy,Difference,-0.0159,0.0023,-0.0204,-0.0114,1
Table any_stm * e_any_oth,Row 1,0.3634,0.0007,0.3620,0.3649,
Table any_stm * e_any_oth,Row 2,0.4511,0.0051,0.4411,0.4610,
Table any_stm * e_any_oth,Total,0.3645,0.0007,0.3631,0.3660,
Table any_stm * e_any_oth,Difference,-0.0876,0.0051,-0.0976,-0.0777,1
Table any_stm * e_any_slp,Row 1,0.2710,0.0007,0.2697,0.2724,
Table any_stm * e_any_slp,Row 2,0.3468,0.0049,0.3373,0.3563,
Table any_stm * e_any_slp,Total,0.2720,0.0007,0.2707,0.2733,
Table any_stm * e_any_slp,Difference,-0.0757,0.0049,-0.0853,-0.0662,1
Table any_stm * e_any_sex,Row 1,0.0435,0.0003,0.0429,0.0441,
Table any_stm * e_any_sex,Row 2,0.0587,0.0024,0.0540,0.0634,
Table any_stm * e_any_sex,Total,0.0437,0.0003,0.0431,0.0443,
Table any_stm * e_any_sex,Difference,-0.0152,0.0024,-0.0199,-0.0105,1
Table any_stm * e_any_per,Row 1,0.0242,0.0002,0.0238,0.0247,
Table any_stm * e_any_per,Row 2,0.0403,0.0020,0.0364,0.0443,
Table any_stm * e_any_per,Total,0.0244,0.0002,0.0240,0.0249,
Table any_stm * e_any_per,Difference,-0.0161,0.0020,-0.0201,-0.0122,1
Table any_stm * e_any_sui,Row 1,0.0172,0.0002,0.0169,0.0176,
Table any_stm * e_any_sui,Row 2,0.0225,0.0015,0.0196,0.0254,
Table any_stm * e_any_sui,Total,0.0173,0.0002,0.0169,0.0176,
Table any_stm * e_any_sui,Difference,-0.0053,0.0015,-0.0082,-0.0024,1
