Table,Row,Risk,ASE,LowerCL,UpperCL,ExactLowerCL,ExactUpperCL,Control
Table f_any_oth * m_any_slp,Total,0.1521,0.0004,0.1514,0.1529,0.1514,0.1529,
Table f_any_oth * m_any_slp,Difference,-0.0439,0.0009,-0.0457,-0.0420,_,_,1
Table f_any_oth * m_any_sex,Row 1,0.0517,0.0003,0.0511,0.0522,0.0511,0.0522,
Table f_any_oth * m_any_sex,Row 2,0.0638,0.0005,0.0628,0.0648,0.0628,0.0649,
Table f_any_oth * m_any_sex,Total,0.0548,0.0002,0.0543,0.0553,0.0543,0.0553,
Table f_any_oth * m_any_sex,Difference,-0.0121,0.0006,-0.0133,-0.0110,_,_,1
Table f_any_oth * m_any_per,Row 1,0.0095,0.0001,0.0093,0.0098,0.0093,0.0098,
Table f_any_oth * m_any_per,Row 2,0.0167,0.0003,0.0162,0.0173,0.0162,0.0173,
Table f_any_oth * m_any_per,Total,0.0114,0.0001,0.0111,0.0116,0.0111,0.0116,
Table f_any_oth * m_any_per,Difference,-0.0072,0.0003,-0.0078,-0.0066,_,_,1
Table f_any_oth * m_any_sui,Row 1,0.0085,0.0001,0.0082,0.0087,0.0082,0.0087,
Table f_any_oth * m_any_sui,Row 2,0.0155,0.0003,0.0150,0.0160,0.0150,0.0160,
Table f_any_oth * m_any_sui,Total,0.0103,0.0001,0.0100,0.0105,0.0100,0.0105,
Table f_any_oth * m_any_sui,Difference,-0.0070,0.0003,-0.0076,-0.0065,_,_,1
Table f_any_slp * m_any_adhd,Row 1,0.0153,0.0001,0.0150,0.0156,0.0150,0.0156,
Table f_any_slp * m_any_adhd,Row 2,0.0256,0.0004,0.0249,0.0264,0.0249,0.0264,
Table f_any_slp * m_any_adhd,Total,0.0174,0.0001,0.0171,0.0177,0.0171,0.0177,
Table f_any_slp * m_any_adhd,Difference,-0.0104,0.0004,-0.0112,-0.0096,_,_,1
Table f_any_slp * m_any_sub,Row 1,0.0582,0.0003,0.0577,0.0588,0.0577,0.0588,
Table f_any_slp * m_any_sub,Row 2,0.0969,0.0007,0.0955,0.0983,0.0955,0.0983,
Table f_any_slp * m_any_sub,Total,0.0662,0.0003,0.0657,0.0668,0.0657,0.0668,
Table f_any_slp * m_any_sub,Difference,-0.0387,0.0008,-0.0402,-0.0372,_,_,1
Table f_any_slp * m_any_dep,Row 1,0.1816,0.0005,0.1807,0.1825,0.1807,0.1825,
Table f_any_slp * m_any_dep,Row 2,0.2559,0.0010,0.2539,0.2580,0.2539,0.2580,
Table f_any_slp * m_any_dep,Total,0.1970,0.0004,0.1961,0.1978,0.1961,0.1978,
Table f_any_slp * m_any_dep,Difference,-0.0743,0.0011,-0.0766,-0.0721,_,_,1
Table f_any_slp * m_any_str,Row 1,0.1574,0.0004,0.1566,0.1583,0.1566,0.1583,
Table f_any_slp * m_any_str,Row 2,0.2098,0.0010,0.2079,0.2117,0.2079,0.2117,
Table f_any_slp * m_any_str,Total,0.1683,0.0004,0.1675,0.1691,0.1675,0.1691,
Table f_any_slp * m_any_str,Difference,-0.0524,0.0011,-0.0545,-0.0503,_,_,1
Table f_any_slp * m_any_anx,Row 1,0.0853,0.0003,0.0846,0.0860,0.0846,0.0860,
Table f_any_slp * m_any_anx,Row 2,0.1225,0.0008,0.1209,0.1240,0.1209,0.1240,
Table f_any_slp * m_any_anx,Total,0.0930,0.0003,0.0924,0.0936,0.0924,0.0936,
Table f_any_slp * m_any_anx,Difference,-0.0372,0.0009,-0.0388,-0.0355,_,_,1
Table f_any_slp * m_any_phb,Row 1,0.0194,0.0002,0.0191,0.0198,0.0191,0.0198,
Table f_any_slp * m_any_phb,Row 2,0.0284,0.0004,0.0276,0.0292,0.0276,0.0292,
Table f_any_slp * m_any_phb,Total,0.0213,0.0002,0.0210,0.0216,0.0210,0.0216,
Table f_any_slp * m_any_phb,Difference,-0.0090,0.0004,-0.0098,-0.0081,_,_,1
Table f_any_slp * m_any_ptsd,Row 1,0.0092,0.0001,0.0090,0.0094,0.0090,0.0094,
Table f_any_slp * m_any_ptsd,Row 2,0.0147,0.0003,0.0142,0.0153,0.0142,0.0153,
Table f_any_slp * m_any_ptsd,Total,0.0104,0.0001,0.0101,0.0106,0.0101,0.0106,
Table f_any_slp * m_any_ptsd,Difference,-0.0055,0.0003,-0.0061,-0.0049,_,_,1
Table f_any_slp * m_any_som,Row 1,0.0063,0.0001,0.0061,0.0065,0.0061,0.0065,
Table f_any_slp * m_any_som,Row 2,0.0077,0.0002,0.0073,0.0081,0.0073,0.0081,
Table f_any_slp * m_any_som,Total,0.0066,0.0001,0.0064,0.0068,0.0064,0.0068,
Table f_any_slp * m_any_som,Difference,-0.0014,0.0002,-0.0018,-0.0009,_,_,1
Table f_any_slp * m_any_psy,Row 1,0.0170,0.0002,0.0167,0.0173,0.0167,0.0173,
Table f_any_slp * m_any_psy,Row 2,0.0283,0.0004,0.0275,0.0290,0.0275,0.0290,
Table f_any_slp * m_any_psy,Total,0.0194,0.0001,0.0191,0.0197,0.0191,0.0197,
Table f_any_slp * m_any_psy,Difference,-0.0112,0.0004,-0.0121,-0.0104,_,_,1
Table f_any_slp * m_any_oth,Row 1,0.1302,0.0004,0.1294,0.1310,0.1294,0.1310,
Table f_any_slp * m_any_oth,Row 2,0.1751,0.0009,0.1733,0.1768,0.1733,0.1769,
Table f_any_slp * m_any_oth,Total,0.1395,0.0004,0.1388,0.1402,0.1388,0.1403,
Table f_any_slp * m_any_oth,Difference,-0.0448,0.0010,-0.0468,-0.0429,_,_,1
Table f_any_slp * m_any_slp,Row 1,0.1355,0.0004,0.1347,0.1364,0.1347,0.1364,
Table f_any_slp * m_any_slp,Row 2,0.2157,0.0010,0.2138,0.2177,0.2138,0.2177,
Table f_any_slp * m_any_slp,Total,0.1521,0.0004,0.1514,0.1529,0.1514,0.1529,
Table f_any_slp * m_any_slp,Difference,-0.0802,0.0011,-0.0823,-0.0781,_,_,1
Table f_any_slp * m_any_sex,Row 1,0.0501,0.0003,0.0495,0.0506,0.0495,0.0506,
Table f_any_slp * m_any_sex,Row 2,0.0729,0.0006,0.0716,0.0741,0.0716,0.0741,
Table f_any_slp * m_any_sex,Total,0.0548,0.0002,0.0543,0.0553,0.0543,0.0553,
Table f_any_slp * m_any_sex,Difference,-0.0228,0.0007,-0.0241,-0.0215,_,_,1
Table f_any_slp * m_any_per,Row 1,0.0100,0.0001,0.0098,0.0103,0.0098,0.0103,
Table f_any_slp * m_any_per,Row 2,0.0164,0.0003,0.0158,0.0170,0.0158,0.0170,
Table f_any_slp * m_any_per,Total,0.0114,0.0001,0.0111,0.0116,0.0111,0.0116,
Table f_any_slp * m_any_per,Difference,-0.0064,0.0003,-0.0070,-0.0057,_,_,1
Table f_any_slp * m_any_sui,Row 1,0.0086,0.0001,0.0084,0.0089,0.0084,0.0089,
Table f_any_slp * m_any_sui,Row 2,0.0165,0.0003,0.0159,0.0171,0.0159,0.0171,
Table f_any_slp * m_any_sui,Total,0.0103,0.0001,0.0100,0.0105,0.0100,0.0105,
Table f_any_slp * m_any_sui,Difference,-0.0079,0.0003,-0.0085,-0.0072,_,_,1
Table f_any_sex * m_any_adhd,Row 1,0.0174,0.0001,0.0171,0.0176,0.0171,0.0176,
Table f_any_sex * m_any_adhd,Row 2,0.0317,0.0035,0.0249,0.0386,0.0252,0.0393,
Table f_any_sex * m_any_adhd,Total,0.0174,0.0001,0.0171,0.0177,0.0171,0.0177,
Table f_any_sex * m_any_adhd,Difference,-0.0144,0.0035,-0.0212,-0.0075,_,_,1
Table f_any_sex * m_any_sub,Row 1,0.0661,0.0003,0.0656,0.0667,0.0656,0.0667,
Table f_any_sex * m_any_sub,Row 2,0.0940,0.0058,0.0826,0.1054,0.0829,0.1060,
Table f_any_sex * m_any_sub,Total,0.0662,0.0003,0.0657,0.0668,0.0657,0.0668,
Table f_any_sex * m_any_sub,Difference,-0.0278,0.0058,-0.0392,-0.0164,_,_,1
Table f_any_sex * m_any_dep,Row 1,0.1967,0.0004,0.1959,0.1976,0.1959,0.1976,
Table f_any_sex * m_any_dep,Row 2,0.2740,0.0089,0.2566,0.2914,0.2567,0.2918,
Table f_any_sex * m_any_dep,Total,0.1970,0.0004,0.1961,0.1978,0.1961,0.1978,
Table f_any_sex * m_any_dep,Difference,-0.0772,0.0089,-0.0947,-0.0598,_,_,1
Table f_any_sex * m_any_str,Row 1,0.1681,0.0004,0.1673,0.1689,0.1673,0.1689,
Table f_any_sex * m_any_str,Row 2,0.2125,0.0081,0.1966,0.2285,0.1967,0.2290,
Table f_any_sex * m_any_str,Total,0.1683,0.0004,0.1675,0.1691,0.1675,0.1691,
Table f_any_sex * m_any_str,Difference,-0.0444,0.0082,-0.0604,-0.0284,_,_,1
Table f_any_sex * m_any_anx,Row 1,0.0929,0.0003,0.0923,0.0935,0.0923,0.0935,
Table f_any_sex * m_any_anx,Row 2,0.1360,0.0068,0.1226,0.1494,0.1229,0.1500,
Table f_any_sex * m_any_anx,Total,0.0930,0.0003,0.0924,0.0936,0.0924,0.0936,
Table f_any_sex * m_any_anx,Difference,-0.0431,0.0068,-0.0565,-0.0297,_,_,1
Table f_any_sex * m_any_phb,Row 1,0.0213,0.0002,0.0210,0.0216,0.0210,0.0216,
Table f_any_sex * m_any_phb,Row 2,0.0317,0.0035,0.0249,0.0386,0.0252,0.0393,
Table f_any_sex * m_any_phb,Total,0.0213,0.0002,0.0210,0.0216,0.0210,0.0216,
Table f_any_sex * m_any_phb,Difference,-0.0105,0.0035,-0.0173,-0.0036,_,_,1
Table f_any_sex * m_any_ptsd,Row 1,0.0103,0.0001,0.0101,0.0106,0.0101,0.0106,
Table f_any_sex * m_any_ptsd,Row 2,0.0131,0.0023,0.0086,0.0175,0.0090,0.0183,
Table f_any_sex * m_any_ptsd,Total,0.0104,0.0001,0.0101,0.0106,0.0101,0.0106,
Table f_any_sex * m_any_ptsd,Difference,-0.0027,0.0023,-0.0072,0.0017,_,_,1
Table f_any_sex * m_any_som,Row 1,0.0066,0.0001,0.0064,0.0067,0.0064,0.0067,
Table f_any_sex * m_any_som,Row 2,0.0119,0.0022,0.0077,0.0161,0.0080,0.0169,
Table f_any_sex * m_any_som,Total,0.0066,0.0001,0.0064,0.0068,0.0064,0.0068,
Table f_any_sex * m_any_som,Difference,-0.0053,0.0022,-0.0096,-0.0011,_,_,1
Table f_any_sex * m_any_psy,Row 1,0.0193,0.0002,0.0190,0.0196,0.0190,0.0196,
Table f_any_sex * m_any_psy,Row 2,0.0289,0.0033,0.0224,0.0355,0.0228,0.0363,
Table f_any_sex * m_any_psy,Total,0.0194,0.0001,0.0191,0.0197,0.0191,0.0197,
Table f_any_sex * m_any_psy,Difference,-0.0096,0.0033,-0.0162,-0.0031,_,_,1
Table f_any_sex * m_any_oth,Row 1,0.1394,0.0004,0.1387,0.1401,0.1387,0.1401,
Table f_any_sex * m_any_oth,Row 2,0.1780,0.0076,0.1631,0.1930,0.1633,0.1935,
Table f_any_sex * m_any_oth,Total,0.1395,0.0004,0.1388,0.1402,0.1388,0.1403,
Table f_any_sex * m_any_oth,Difference,-0.0386,0.0076,-0.0536,-0.0237,_,_,1
Table f_any_sex * m_any_slp,Row 1,0.1519,0.0004,0.1512,0.1527,0.1512,0.1527,
Table f_any_sex * m_any_slp,Row 2,0.2201,0.0082,0.2039,0.2362,0.2040,0.2368,
Table f_any_sex * m_any_slp,Total,0.1521,0.0004,0.1514,0.1529,0.1514,0.1529,
Table f_any_sex * m_any_slp,Difference,-0.0681,0.0083,-0.0843,-0.0520,_,_,1
Table f_any_sex * m_any_sex,Row 1,0.0547,0.0002,0.0542,0.0552,0.0542,0.0552,
Table f_any_sex * m_any_sex,Row 2,0.0888,0.0057,0.0777,0.0999,0.0780,0.1006,
Table f_any_sex * m_any_sex,Total,0.0548,0.0002,0.0543,0.0553,0.0543,0.0553,
Table f_any_sex * m_any_sex,Difference,-0.0341,0.0057,-0.0453,-0.0230,_,_,1
Table f_any_sex * m_any_per,Row 1,0.0114,0.0001,0.0111,0.0116,0.0111,0.0116,
Table f_any_sex * m_any_per,Row 2,0.0159,0.0025,0.0110,0.0207,0.0114,0.0215,
Table f_any_sex * m_any_per,Total,0.0114,0.0001,0.0111,0.0116,0.0111,0.0116,
Table f_any_sex * m_any_per,Difference,-0.0045,0.0025,-0.0094,0.0004,_,_,1
Table f_any_sex * m_any_sui,Row 1,0.0102,0.0001,0.0100,0.0105,0.0100,0.0105,
Table f_any_sex * m_any_sui,Row 2,0.0155,0.0025,0.0106,0.0203,0.0110,0.0211,
Table f_any_sex * m_any_sui,Total,0.0103,0.0001,0.0100,0.0105,0.0100,0.0105,
Table f_any_sex * m_any_sui,Difference,-0.0052,0.0025,-0.0100,-0.0004,_,_,1
Table f_any_per * m_any_adhd,Row 1,0.0167,0.0001,0.0164,0.0170,0.0164,0.0170,
Table f_any_per * m_any_adhd,Row 2,0.0677,0.0023,0.0633,0.0722,0.0633,0.0724,
Table f_any_per * m_any_adhd,Total,0.0174,0.0001,0.0171,0.0177,0.0171,0.0177,
Table f_any_per * m_any_adhd,Difference,-0.0511,0.0023,-0.0556,-0.0466,_,_,1
Table f_any_per * m_any_sub,Row 1,0.0644,0.0003,0.0638,0.0649,0.0638,0.0649,
Table f_any_per * m_any_sub,Row 2,0.1956,0.0036,0.1885,0.2027,0.1885,0.2028,
Table f_any_per * m_any_sub,Total,0.0662,0.0003,0.0657,0.0668,0.0657,0.0668,
Table f_any_per * m_any_sub,Difference,-0.1312,0.0036,-0.1383,-0.1241,_,_,1
Table f_any_per * m_any_dep,Row 1,0.1942,0.0004,0.1933,0.1950,0.1933,0.1950,
Table f_any_per * m_any_dep,Row 2,0.3919,0.0045,0.3832,0.4007,0.3832,0.4007,
Table f_any_per * m_any_dep,Total,0.1970,0.0004,0.1961,0.1978,0.1961,0.1978,
Table f_any_per * m_any_dep,Difference,-0.1978,0.0045,-0.2065,-0.1890,_,_,1
Table f_any_per * m_any_str,Row 1,0.1665,0.0004,0.1657,0.1673,0.1657,0.1673,
Table f_any_per * m_any_str,Row 2,0.2875,0.0041,0.2794,0.2956,0.2794,0.2957,
Table f_any_per * m_any_str,Total,0.1683,0.0004,0.1675,0.1691,0.1675,0.1691,
Table f_any_per * m_any_str,Difference,-0.1209,0.0041,-0.1291,-0.1128,_,_,1
Table f_any_per * m_any_anx,Row 1,0.0912,0.0003,0.0906,0.0918,0.0906,0.0918,
Table f_any_per * m_any_anx,Row 2,0.2163,0.0038,0.2090,0.2237,0.2090,0.2238,
Table f_any_per * m_any_anx,Total,0.0930,0.0003,0.0924,0.0936,0.0924,0.0936,
Table f_any_per * m_any_anx,Difference,-0.1251,0.0038,-0.1325,-0.1177,_,_,1
Table f_any_per * m_any_phb,Row 1,0.0208,0.0002,0.0205,0.0211,0.0205,0.0211,
Table f_any_per * m_any_phb,Row 2,0.0557,0.0021,0.0516,0.0598,0.0516,0.0599,
Table f_any_per * m_any_phb,Total,0.0213,0.0002,0.0210,0.0216,0.0210,0.0216,
Table f_any_per * m_any_phb,Difference,-0.0349,0.0021,-0.0390,-0.0308,_,_,1
Table f_any_per * m_any_ptsd,Row 1,0.0100,0.0001,0.0098,0.0103,0.0098,0.0103,
Table f_any_per * m_any_ptsd,Row 2,0.0317,0.0016,0.0286,0.0348,0.0286,0.0350,
Table f_any_per * m_any_ptsd,Total,0.0104,0.0001,0.0101,0.0106,0.0101,0.0106,
Table f_any_per * m_any_ptsd,Difference,-0.0217,0.0016,-0.0248,-0.0185,_,_,1
Table f_any_per * m_any_som,Row 1,0.0065,0.0001,0.0063,0.0067,0.0063,0.0067,
Table f_any_per * m_any_som,Row 2,0.0128,0.0010,0.0108,0.0148,0.0109,0.0150,
Table f_any_per * m_any_som,Total,0.0066,0.0001,0.0064,0.0068,0.0064,0.0068,
Table f_any_per * m_any_som,Difference,-0.0063,0.0010,-0.0083,-0.0043,_,_,1
Table f_any_per * m_any_psy,Row 1,0.0186,0.0001,0.0183,0.0189,0.0183,0.0189,
Table f_any_per * m_any_psy,Row 2,0.0696,0.0023,0.0650,0.0741,0.0651,0.0743,
Table f_any_per * m_any_psy,Total,0.0194,0.0001,0.0191,0.0197,0.0191,0.0197,
Table f_any_per * m_any_psy,Difference,-0.0509,0.0023,-0.0555,-0.0464,_,_,1
Table f_any_per * m_any_oth,Row 1,0.1377,0.0004,0.1370,0.1384,0.1370,0.1384,
Table f_any_per * m_any_oth,Row 2,0.2654,0.0040,0.2575,0.2733,0.2575,0.2734,
Table f_any_per * m_any_oth,Total,0.1395,0.0004,0.1388,0.1402,0.1388,0.1403,
Table f_any_per * m_any_oth,Difference,-0.1277,0.0040,-0.1357,-0.1198,_,_,1
Table f_any_per * m_any_slp,Row 1,0.1506,0.0004,0.1499,0.1514,0.1499,0.1514,
Table f_any_per * m_any_slp,Row 2,0.2547,0.0040,0.2469,0.2625,0.2469,0.2626,
Table f_any_per * m_any_slp,Total,0.1521,0.0004,0.1514,0.1529,0.1514,0.1529,
Table f_any_per * m_any_slp,Difference,-0.1040,0.0040,-0.1119,-0.0962,_,_,1
Table f_any_per * m_any_sex,Row 1,0.0543,0.0002,0.0539,0.0548,0.0539,0.0548,
Table f_any_per * m_any_sex,Row 2,0.0850,0.0025,0.0800,0.0900,0.0801,0.0901,
Table f_any_per * m_any_sex,Total,0.0548,0.0002,0.0543,0.0553,0.0543,0.0553,
Table f_any_per * m_any_sex,Difference,-0.0306,0.0026,-0.0356,-0.0256,_,_,1
Table f_any_per * m_any_per,Row 1,0.0108,0.0001,0.0106,0.0110,0.0106,0.0110,
Table f_any_per * m_any_per,Row 2,0.0519,0.0020,0.0479,0.0558,0.0480,0.0560,
Table f_any_per * m_any_per,Total,0.0114,0.0001,0.0111,0.0116,0.0111,0.0116,
Table f_any_per * m_any_per,Difference,-0.0411,0.0020,-0.0450,-0.0371,_,_,1
Table f_any_per * m_any_sui,Row 1,0.0098,0.0001,0.0096,0.0100,0.0096,0.0100,
Table f_any_per * m_any_sui,Row 2,0.0444,0.0019,0.0408,0.0481,0.0408,0.0483,
Table f_any_per * m_any_sui,Total,0.0103,0.0001,0.0100,0.0105,0.0100,0.0105,
Table f_any_per * m_any_sui,Difference,-0.0347,0.0019,-0.0384,-0.0310,_,_,1
Table f_any_sui * m_any_adhd,Row 1,0.0170,0.0001,0.0167,0.0173,0.0167,0.0173,
Table f_any_sui * m_any_adhd,Row 2,0.0620,0.0027,0.0567,0.0673,0.0568,0.0675,
Table f_any_sui * m_any_adhd,Total,0.0174,0.0001,0.0171,0.0177,0.0171,0.0177,
Table f_any_sui * m_any_adhd,Difference,-0.0450,0.0027,-0.0503,-0.0398,_,_,1
Table f_any_sui * m_any_sub,Row 1,0.0647,0.0003,0.0642,0.0653,0.0642,0.0653,
Table f_any_sui * m_any_sub,Row 2,0.2230,0.0047,0.2139,0.2321,0.2139,0.2323,
Table f_any_sui * m_any_sub,Total,0.0662,0.0003,0.0657,0.0668,0.0657,0.0668,
Table f_any_sui * m_any_sub,Difference,-0.1583,0.0047,-0.1674,-0.1492,_,_,1
Table f_any_sui * m_any_dep,Row 1,0.1951,0.0004,0.1943,0.1960,0.1943,0.1960,
Table f_any_sui * m_any_dep,Row 2,0.3914,0.0055,0.3807,0.4021,0.3807,0.4022,
Table f_any_sui * m_any_dep,Total,0.1970,0.0004,0.1961,0.1978,0.1961,0.1978,
Table f_any_sui * m_any_dep,Difference,-0.1963,0.0055,-0.2070,-0.1855,_,_,1
Table f_any_sui * m_any_str,Row 1,0.1668,0.0004,0.1660,0.1676,0.1660,0.1676,
Table f_any_sui * m_any_str,Row 2,0.3217,0.0052,0.3115,0.3320,0.3115,0.3321,
Table f_any_sui * m_any_str,Total,0.1683,0.0004,0.1675,0.1691,0.1675,0.1691,
Table f_any_sui * m_any_str,Difference,-0.1549,0.0052,-0.1652,-0.1447,_,_,1
Table f_any_sui * m_any_anx,Row 1,0.0918,0.0003,0.0912,0.0924,0.0912,0.0924,
Table f_any_sui * m_any_anx,Row 2,0.2204,0.0046,0.2113,0.2295,0.2114,0.2296,
Table f_any_sui * m_any_anx,Total,0.0930,0.0003,0.0924,0.0936,0.0924,0.0936,
Table f_any_sui * m_any_anx,Difference,-0.1286,0.0046,-0.1377,-0.1195,_,_,1
Table f_any_sui * m_any_phb,Row 1,0.0210,0.0002,0.0207,0.0213,0.0207,0.0213,
Table f_any_sui * m_any_phb,Row 2,0.0557,0.0026,0.0506,0.0607,0.0507,0.0609,
Table f_any_sui * m_any_phb,Total,0.0213,0.0002,0.0210,0.0216,0.0210,0.0216,
Table f_any_sui * m_any_phb,Difference,-0.0347,0.0026,-0.0397,-0.0297,_,_,1
Table f_any_sui * m_any_ptsd,Row 1,0.0102,0.0001,0.0099,0.0104,0.0099,0.0104,
Table f_any_sui * m_any_ptsd,Row 2,0.0312,0.0019,0.0274,0.0350,0.0275,0.0352,
Table f_any_sui * m_any_ptsd,Total,0.0104,0.0001,0.0101,0.0106,0.0101,0.0106,
Table f_any_sui * m_any_ptsd,Difference,-0.0210,0.0019,-0.0249,-0.0172,_,_,1
Table f_any_sui * m_any_som,Row 1,0.0065,0.0001,0.0063,0.0067,0.0063,0.0067,
Table f_any_sui * m_any_som,Row 2,0.0126,0.0012,0.0102,0.0150,0.0103,0.0153,
Table f_any_sui * m_any_som,Total,0.0066,0.0001,0.0064,0.0068,0.0064,0.0068,
Table f_any_sui * m_any_som,Difference,-0.0061,0.0012,-0.0085,-0.0036,_,_,1
Table f_any_sui * m_any_psy,Row 1,0.0188,0.0001,0.0186,0.0191,0.0186,0.0191,
Table f_any_sui * m_any_psy,Row 2,0.0730,0.0029,0.0673,0.0787,0.0674,0.0789,
Table f_any_sui * m_any_psy,Total,0.0194,0.0001,0.0191,0.0197,0.0191,0.0197,
Table f_any_sui * m_any_psy,Difference,-0.0542,0.0029,-0.0599,-0.0485,_,_,1
Table f_any_sui * m_any_oth,Row 1,0.1382,0.0004,0.1375,0.1390,0.1375,0.1390,
Table f_any_sui * m_any_oth,Row 2,0.2718,0.0050,0.2621,0.2815,0.2621,0.2817,
Table f_any_sui * m_any_oth,Total,0.1395,0.0004,0.1388,0.1402,0.1388,0.1403,
Table f_any_sui * m_any_oth,Difference,-0.1336,0.0050,-0.1433,-0.1238,_,_,1
Table f_any_sui * m_any_slp,Row 1,0.1509,0.0004,0.1502,0.1517,0.1502,0.1517,
Table f_any_sui * m_any_slp,Row 2,0.2764,0.0050,0.2666,0.2862,0.2667,0.2864,
Table f_any_sui * m_any_slp,Total,0.1521,0.0004,0.1514,0.1529,0.1514,0.1529,
Table f_any_sui * m_any_slp,Difference,-0.1255,0.0050,-0.1353,-0.1157,_,_,1
Table f_any_sui * m_any_sex,Row 1,0.0544,0.0002,0.0539,0.0549,0.0539,0.0549,
Table f_any_sui * m_any_sex,Row 2,0.0956,0.0033,0.0892,0.1020,0.0892,0.1022,
Table f_any_sui * m_any_sex,Total,0.0548,0.0002,0.0543,0.0553,0.0543,0.0553,
Table f_any_sui * m_any_sex,Difference,-0.0412,0.0033,-0.0477,-0.0348,_,_,1
Table f_any_sui * m_any_per,Row 1,0.0110,0.0001,0.0108,0.0113,0.0108,0.0113,
Table f_any_sui * m_any_per,Row 2,0.0461,0.0023,0.0415,0.0506,0.0416,0.0509,
Table f_any_sui * m_any_per,Total,0.0114,0.0001,0.0111,0.0116,0.0111,0.0116,
Table f_any_sui * m_any_per,Difference,-0.0350,0.0023,-0.0396,-0.0304,_,_,1
Table f_any_sui * m_any_sui,Row 1,0.0099,0.0001,0.0097,0.0101,0.0097,0.0101,
Table f_any_sui * m_any_sui,Row 2,0.0497,0.0024,0.0449,0.0544,0.0450,0.0547,
Table f_any_sui * m_any_sui,Total,0.0103,0.0001,0.0100,0.0105,0.0100,0.0105,
Table f_any_sui * m_any_sui,Difference,-0.0398,0.0024,-0.0445,-0.0350,_,_,1
