Table,Row,Risk,ASE,LowerCL,UpperCL,ExactLowerCL,ExactUpperCL,Control
Table m_any_oth * f_any_slp,Total,0.2068,0.0004,0.2060,0.2077,0.2060,0.2077,
Table m_any_oth * f_any_slp,Difference,-0.0613,0.0014,-0.0639,-0.0586,_,_,1
Table m_any_oth * f_any_sex,Row 1,0.0029,0.0001,0.0027,0.0030,0.0027,0.0030,
Table m_any_oth * f_any_sex,Row 2,0.0038,0.0002,0.0035,0.0042,0.0035,0.0042,
Table m_any_oth * f_any_sex,Total,0.0030,0.0001,0.0029,0.0031,0.0029,0.0031,
Table m_any_oth * f_any_sex,Difference,-0.0010,0.0002,-0.0013,-0.0006,_,_,1
Table m_any_oth * f_any_per,Row 1,0.0121,0.0001,0.0119,0.0124,0.0119,0.0124,
Table m_any_oth * f_any_per,Row 2,0.0271,0.0005,0.0261,0.0280,0.0261,0.0280,
Table m_any_oth * f_any_per,Total,0.0142,0.0001,0.0140,0.0145,0.0140,0.0145,
Table m_any_oth * f_any_per,Difference,-0.0149,0.0005,-0.0159,-0.0140,_,_,1
Table m_any_oth * f_any_sui,Row 1,0.0080,0.0001,0.0078,0.0082,0.0078,0.0082,
Table m_any_oth * f_any_sui,Row 2,0.0185,0.0004,0.0177,0.0193,0.0177,0.0193,
Table m_any_oth * f_any_sui,Total,0.0095,0.0001,0.0093,0.0097,0.0093,0.0097,
Table m_any_oth * f_any_sui,Difference,-0.0105,0.0004,-0.0113,-0.0097,_,_,1
Table m_any_slp * f_any_adhd,Row 1,0.0161,0.0001,0.0159,0.0164,0.0159,0.0164,
Table m_any_slp * f_any_adhd,Row 2,0.0307,0.0005,0.0298,0.0317,0.0298,0.0317,
Table m_any_slp * f_any_adhd,Total,0.0184,0.0001,0.0181,0.0187,0.0181,0.0187,
Table m_any_slp * f_any_adhd,Difference,-0.0146,0.0005,-0.0156,-0.0136,_,_,1
Table m_any_slp * f_any_sub,Row 1,0.0453,0.0002,0.0448,0.0458,0.0448,0.0458,
Table m_any_slp * f_any_sub,Row 2,0.0859,0.0008,0.0844,0.0874,0.0844,0.0875,
Table m_any_slp * f_any_sub,Total,0.0515,0.0002,0.0510,0.0519,0.0510,0.0519,
Table m_any_slp * f_any_sub,Difference,-0.0406,0.0008,-0.0422,-0.0390,_,_,1
Table m_any_slp * f_any_dep,Row 1,0.3182,0.0006,0.3171,0.3193,0.3171,0.3193,
Table m_any_slp * f_any_dep,Row 2,0.4282,0.0014,0.4255,0.4309,0.4255,0.4309,
Table m_any_slp * f_any_dep,Total,0.3349,0.0005,0.3339,0.3359,0.3339,0.3359,
Table m_any_slp * f_any_dep,Difference,-0.1100,0.0015,-0.1129,-0.1071,_,_,1
Table m_any_slp * f_any_str,Row 1,0.3091,0.0005,0.3081,0.3102,0.3081,0.3102,
Table m_any_slp * f_any_str,Row 2,0.3850,0.0014,0.3823,0.3877,0.3823,0.3877,
Table m_any_slp * f_any_str,Total,0.3207,0.0005,0.3197,0.3217,0.3197,0.3217,
Table m_any_slp * f_any_str,Difference,-0.0759,0.0015,-0.0788,-0.0730,_,_,1
Table m_any_slp * f_any_anx,Row 1,0.1576,0.0004,0.1568,0.1585,0.1568,0.1585,
Table m_any_slp * f_any_anx,Row 2,0.2284,0.0012,0.2261,0.2307,0.2261,0.2307,
Table m_any_slp * f_any_anx,Total,0.1684,0.0004,0.1676,0.1692,0.1676,0.1692,
Table m_any_slp * f_any_anx,Difference,-0.0708,0.0012,-0.0732,-0.0683,_,_,1
Table m_any_slp * f_any_phb,Row 1,0.0316,0.0002,0.0312,0.0320,0.0312,0.0320,
Table m_any_slp * f_any_phb,Row 2,0.0481,0.0006,0.0469,0.0492,0.0469,0.0492,
Table m_any_slp * f_any_phb,Total,0.0341,0.0002,0.0337,0.0345,0.0337,0.0345,
Table m_any_slp * f_any_phb,Difference,-0.0164,0.0006,-0.0177,-0.0152,_,_,1
Table m_any_slp * f_any_ptsd,Row 1,0.0253,0.0002,0.0250,0.0257,0.0250,0.0257,
Table m_any_slp * f_any_ptsd,Row 2,0.0445,0.0006,0.0433,0.0456,0.0434,0.0456,
Table m_any_slp * f_any_ptsd,Total,0.0282,0.0002,0.0279,0.0286,0.0279,0.0286,
Table m_any_slp * f_any_ptsd,Difference,-0.0192,0.0006,-0.0203,-0.0180,_,_,1
Table m_any_slp * f_any_som,Row 1,0.0126,0.0001,0.0123,0.0129,0.0123,0.0129,
Table m_any_slp * f_any_som,Row 2,0.0175,0.0004,0.0167,0.0182,0.0168,0.0182,
Table m_any_slp * f_any_som,Total,0.0133,0.0001,0.0131,0.0136,0.0131,0.0136,
Table m_any_slp * f_any_som,Difference,-0.0049,0.0004,-0.0056,-0.0041,_,_,1
Table m_any_slp * f_any_psy,Row 1,0.0228,0.0002,0.0224,0.0231,0.0224,0.0231,
Table m_any_slp * f_any_psy,Row 2,0.0418,0.0006,0.0407,0.0429,0.0407,0.0429,
Table m_any_slp * f_any_psy,Total,0.0257,0.0002,0.0253,0.0260,0.0253,0.0260,
Table m_any_slp * f_any_psy,Difference,-0.0190,0.0006,-0.0202,-0.0179,_,_,1
Table m_any_slp * f_any_oth,Row 1,0.2462,0.0005,0.2452,0.2472,0.2452,0.2472,
Table m_any_slp * f_any_oth,Row 2,0.3110,0.0013,0.3085,0.3136,0.3085,0.3136,
Table m_any_slp * f_any_oth,Total,0.2561,0.0005,0.2552,0.2570,0.2552,0.2570,
Table m_any_slp * f_any_oth,Difference,-0.0648,0.0014,-0.0675,-0.0621,_,_,1
Table m_any_slp * f_any_slp,Row 1,0.1913,0.0005,0.1904,0.1922,0.1904,0.1922,
Table m_any_slp * f_any_slp,Row 2,0.2933,0.0013,0.2908,0.2958,0.2908,0.2958,
Table m_any_slp * f_any_slp,Total,0.2068,0.0004,0.2060,0.2077,0.2060,0.2077,
Table m_any_slp * f_any_slp,Difference,-0.1020,0.0014,-0.1046,-0.0993,_,_,1
Table m_any_slp * f_any_sex,Row 1,0.0027,0.0001,0.0026,0.0029,0.0026,0.0029,
Table m_any_slp * f_any_sex,Row 2,0.0043,0.0002,0.0040,0.0047,0.0040,0.0047,
Table m_any_slp * f_any_sex,Total,0.0030,0.0001,0.0029,0.0031,0.0029,0.0031,
Table m_any_slp * f_any_sex,Difference,-0.0016,0.0002,-0.0020,-0.0012,_,_,1
Table m_any_slp * f_any_per,Row 1,0.0125,0.0001,0.0122,0.0128,0.0122,0.0128,
Table m_any_slp * f_any_per,Row 2,0.0238,0.0004,0.0230,0.0246,0.0230,0.0247,
Table m_any_slp * f_any_per,Total,0.0142,0.0001,0.0140,0.0145,0.0140,0.0145,
Table m_any_slp * f_any_per,Difference,-0.0113,0.0004,-0.0122,-0.0104,_,_,1
Table m_any_slp * f_any_sui,Row 1,0.0081,0.0001,0.0079,0.0083,0.0079,0.0083,
Table m_any_slp * f_any_sui,Row 2,0.0172,0.0004,0.0165,0.0179,0.0165,0.0180,
Table m_any_slp * f_any_sui,Total,0.0095,0.0001,0.0093,0.0097,0.0093,0.0097,
Table m_any_slp * f_any_sui,Difference,-0.0091,0.0004,-0.0099,-0.0084,_,_,1
Table m_any_sex * f_any_adhd,Row 1,0.0178,0.0001,0.0175,0.0181,0.0175,0.0181,
Table m_any_sex * f_any_adhd,Row 2,0.0278,0.0008,0.0263,0.0292,0.0263,0.0293,
Table m_any_sex * f_any_adhd,Total,0.0184,0.0001,0.0181,0.0187,0.0181,0.0187,
Table m_any_sex * f_any_adhd,Difference,-0.0099,0.0008,-0.0115,-0.0084,_,_,1
Table m_any_sex * f_any_sub,Row 1,0.0496,0.0002,0.0492,0.0501,0.0492,0.0501,
Table m_any_sex * f_any_sub,Row 2,0.0831,0.0013,0.0805,0.0856,0.0806,0.0856,
Table m_any_sex * f_any_sub,Total,0.0515,0.0002,0.0510,0.0519,0.0510,0.0519,
Table m_any_sex * f_any_sub,Difference,-0.0334,0.0013,-0.0360,-0.0309,_,_,1
Table m_any_sex * f_any_dep,Row 1,0.3302,0.0005,0.3291,0.3312,0.3291,0.3312,
Table m_any_sex * f_any_dep,Row 2,0.4168,0.0023,0.4123,0.4213,0.4123,0.4213,
Table m_any_sex * f_any_dep,Total,0.3349,0.0005,0.3339,0.3359,0.3339,0.3359,
Table m_any_sex * f_any_dep,Difference,-0.0867,0.0024,-0.0913,-0.0821,_,_,1
Table m_any_sex * f_any_str,Row 1,0.3171,0.0005,0.3161,0.3181,0.3161,0.3181,
Table m_any_sex * f_any_str,Row 2,0.3819,0.0023,0.3774,0.3863,0.3774,0.3863,
Table m_any_sex * f_any_str,Total,0.3207,0.0005,0.3197,0.3217,0.3197,0.3217,
Table m_any_sex * f_any_str,Difference,-0.0647,0.0023,-0.0693,-0.0602,_,_,1
Table m_any_sex * f_any_anx,Row 1,0.1658,0.0004,0.1650,0.1666,0.1650,0.1666,
Table m_any_sex * f_any_anx,Row 2,0.2130,0.0019,0.2092,0.2167,0.2092,0.2167,
Table m_any_sex * f_any_anx,Total,0.1684,0.0004,0.1676,0.1692,0.1676,0.1692,
Table m_any_sex * f_any_anx,Difference,-0.0472,0.0019,-0.0510,-0.0433,_,_,1
Table m_any_sex * f_any_phb,Row 1,0.0335,0.0002,0.0332,0.0339,0.0332,0.0339,
Table m_any_sex * f_any_phb,Row 2,0.0441,0.0010,0.0422,0.0460,0.0423,0.0460,
Table m_any_sex * f_any_phb,Total,0.0341,0.0002,0.0337,0.0345,0.0337,0.0345,
Table m_any_sex * f_any_phb,Difference,-0.0106,0.0010,-0.0125,-0.0087,_,_,1
Table m_any_sex * f_any_ptsd,Row 1,0.0275,0.0002,0.0271,0.0278,0.0271,0.0278,
Table m_any_sex * f_any_ptsd,Row 2,0.0413,0.0009,0.0395,0.0431,0.0395,0.0432,
Table m_any_sex * f_any_ptsd,Total,0.0282,0.0002,0.0279,0.0286,0.0279,0.0286,
Table m_any_sex * f_any_ptsd,Difference,-0.0139,0.0009,-0.0157,-0.0120,_,_,1
Table m_any_sex * f_any_som,Row 1,0.0131,0.0001,0.0129,0.0134,0.0129,0.0134,
Table m_any_sex * f_any_som,Row 2,0.0166,0.0006,0.0155,0.0178,0.0155,0.0178,
Table m_any_sex * f_any_som,Total,0.0133,0.0001,0.0131,0.0136,0.0131,0.0136,
Table m_any_sex * f_any_som,Difference,-0.0035,0.0006,-0.0047,-0.0023,_,_,1
Table m_any_sex * f_any_psy,Row 1,0.0249,0.0002,0.0246,0.0252,0.0246,0.0252,
Table m_any_sex * f_any_psy,Row 2,0.0388,0.0009,0.0370,0.0406,0.0371,0.0406,
Table m_any_sex * f_any_psy,Total,0.0257,0.0002,0.0253,0.0260,0.0253,0.0260,
Table m_any_sex * f_any_psy,Difference,-0.0139,0.0009,-0.0157,-0.0121,_,_,1
Table m_any_sex * f_any_oth,Row 1,0.2537,0.0005,0.2527,0.2546,0.2527,0.2546,
Table m_any_sex * f_any_oth,Row 2,0.2984,0.0021,0.2942,0.3025,0.2942,0.3025,
Table m_any_sex * f_any_oth,Total,0.2561,0.0005,0.2552,0.2570,0.2552,0.2570,
Table m_any_sex * f_any_oth,Difference,-0.0447,0.0022,-0.0490,-0.0404,_,_,1
Table m_any_sex * f_any_slp,Row 1,0.2029,0.0005,0.2020,0.2038,0.2020,0.2038,
Table m_any_sex * f_any_slp,Row 2,0.2751,0.0021,0.2710,0.2792,0.2710,0.2792,
Table m_any_sex * f_any_slp,Total,0.2068,0.0004,0.2060,0.2077,0.2060,0.2077,
Table m_any_sex * f_any_slp,Difference,-0.0722,0.0021,-0.0764,-0.0681,_,_,1
Table m_any_sex * f_any_sex,Row 1,0.0029,0.0001,0.0028,0.0030,0.0028,0.0030,
Table m_any_sex * f_any_sex,Row 2,0.0048,0.0003,0.0042,0.0055,0.0042,0.0055,
Table m_any_sex * f_any_sex,Total,0.0030,0.0001,0.0029,0.0031,0.0029,0.0031,
Table m_any_sex * f_any_sex,Difference,-0.0020,0.0003,-0.0026,-0.0013,_,_,1
Table m_any_sex * f_any_per,Row 1,0.0138,0.0001,0.0135,0.0140,0.0135,0.0140,
Table m_any_sex * f_any_per,Row 2,0.0221,0.0007,0.0207,0.0234,0.0207,0.0234,
Table m_any_sex * f_any_per,Total,0.0142,0.0001,0.0140,0.0145,0.0140,0.0145,
Table m_any_sex * f_any_per,Difference,-0.0083,0.0007,-0.0097,-0.0069,_,_,1
Table m_any_sex * f_any_sui,Row 1,0.0091,0.0001,0.0089,0.0093,0.0089,0.0093,
Table m_any_sex * f_any_sui,Row 2,0.0166,0.0006,0.0154,0.0177,0.0154,0.0178,
Table m_any_sex * f_any_sui,Total,0.0095,0.0001,0.0093,0.0097,0.0093,0.0097,
Table m_any_sex * f_any_sui,Difference,-0.0075,0.0006,-0.0087,-0.0063,_,_,1
Table m_any_per * f_any_adhd,Row 1,0.0179,0.0001,0.0176,0.0182,0.0176,0.0182,
Table m_any_per * f_any_adhd,Row 2,0.0600,0.0024,0.0553,0.0648,0.0553,0.0649,
Table m_any_per * f_any_adhd,Total,0.0184,0.0001,0.0181,0.0187,0.0181,0.0187,
Table m_any_per * f_any_adhd,Difference,-0.0421,0.0024,-0.0469,-0.0374,_,_,1
Table m_any_per * f_any_sub,Row 1,0.0504,0.0002,0.0500,0.0509,0.0500,0.0509,
Table m_any_per * f_any_sub,Row 2,0.1410,0.0036,0.1340,0.1479,0.1340,0.1481,
Table m_any_per * f_any_sub,Total,0.0515,0.0002,0.0510,0.0519,0.0510,0.0519,
Table m_any_per * f_any_sub,Difference,-0.0905,0.0036,-0.0975,-0.0835,_,_,1
Table m_any_per * f_any_dep,Row 1,0.3326,0.0005,0.3316,0.3336,0.3316,0.3336,
Table m_any_per * f_any_dep,Row 2,0.5378,0.0051,0.5278,0.5477,0.5277,0.5478,
Table m_any_per * f_any_dep,Total,0.3349,0.0005,0.3339,0.3359,0.3339,0.3359,
Table m_any_per * f_any_dep,Difference,-0.2052,0.0051,-0.2152,-0.1952,_,_,1
Table m_any_per * f_any_str,Row 1,0.3192,0.0005,0.3182,0.3202,0.3182,0.3202,
Table m_any_per * f_any_str,Row 2,0.4462,0.0051,0.4362,0.4561,0.4362,0.4562,
Table m_any_per * f_any_str,Total,0.3207,0.0005,0.3197,0.3217,0.3197,0.3217,
Table m_any_per * f_any_str,Difference,-0.1270,0.0051,-0.1370,-0.1170,_,_,1
Table m_any_per * f_any_anx,Row 1,0.1666,0.0004,0.1659,0.1674,0.1659,0.1675,
Table m_any_per * f_any_anx,Row 2,0.3196,0.0048,0.3103,0.3289,0.3103,0.3291,
Table m_any_per * f_any_anx,Total,0.1684,0.0004,0.1676,0.1692,0.1676,0.1692,
Table m_any_per * f_any_anx,Difference,-0.1530,0.0048,-0.1623,-0.1436,_,_,1
Table m_any_per * f_any_phb,Row 1,0.0336,0.0002,0.0332,0.0340,0.0332,0.0340,
Table m_any_per * f_any_phb,Row 2,0.0804,0.0028,0.0750,0.0859,0.0751,0.0860,
Table m_any_per * f_any_phb,Total,0.0341,0.0002,0.0337,0.0345,0.0337,0.0345,
Table m_any_per * f_any_phb,Difference,-0.0468,0.0028,-0.0523,-0.0414,_,_,1
Table m_any_per * f_any_ptsd,Row 1,0.0276,0.0002,0.0272,0.0279,0.0272,0.0279,
Table m_any_per * f_any_ptsd,Row 2,0.0845,0.0028,0.0789,0.0901,0.0790,0.0902,
Table m_any_per * f_any_ptsd,Total,0.0282,0.0002,0.0279,0.0286,0.0279,0.0286,
Table m_any_per * f_any_ptsd,Difference,-0.0569,0.0028,-0.0625,-0.0513,_,_,1
Table m_any_per * f_any_som,Row 1,0.0132,0.0001,0.0129,0.0134,0.0129,0.0134,
Table m_any_per * f_any_som,Row 2,0.0271,0.0017,0.0238,0.0303,0.0239,0.0305,
Table m_any_per * f_any_som,Total,0.0133,0.0001,0.0131,0.0136,0.0131,0.0136,
Table m_any_per * f_any_som,Difference,-0.0139,0.0017,-0.0172,-0.0107,_,_,1
Table m_any_per * f_any_psy,Row 1,0.0250,0.0002,0.0246,0.0253,0.0246,0.0253,
Table m_any_per * f_any_psy,Row 2,0.0853,0.0029,0.0797,0.0909,0.0798,0.0911,
Table m_any_per * f_any_psy,Total,0.0257,0.0002,0.0253,0.0260,0.0253,0.0260,
Table m_any_per * f_any_psy,Difference,-0.0603,0.0029,-0.0659,-0.0548,_,_,1
Table m_any_per * f_any_oth,Row 1,0.2547,0.0005,0.2538,0.2556,0.2538,0.2556,
Table m_any_per * f_any_oth,Row 2,0.3768,0.0049,0.3671,0.3865,0.3671,0.3866,
Table m_any_per * f_any_oth,Total,0.2561,0.0005,0.2552,0.2570,0.2552,0.2570,
Table m_any_per * f_any_oth,Difference,-0.1221,0.0050,-0.1318,-0.1124,_,_,1
Table m_any_per * f_any_slp,Row 1,0.2058,0.0004,0.2049,0.2067,0.2049,0.2067,
Table m_any_per * f_any_slp,Row 2,0.2986,0.0047,0.2894,0.3077,0.2894,0.3078,
Table m_any_per * f_any_slp,Total,0.2068,0.0004,0.2060,0.2077,0.2060,0.2077,
Table m_any_per * f_any_slp,Difference,-0.0928,0.0047,-0.1020,-0.0836,_,_,1
Table m_any_per * f_any_sex,Row 1,0.0030,0.0001,0.0029,0.0031,0.0029,0.0031,
Table m_any_per * f_any_sex,Row 2,0.0042,0.0007,0.0029,0.0055,0.0030,0.0057,
Table m_any_per * f_any_sex,Total,0.0030,0.0001,0.0029,0.0031,0.0029,0.0031,
Table m_any_per * f_any_sex,Difference,-0.0012,0.0007,-0.0025,0.0001,_,_,1
Table m_any_per * f_any_per,Row 1,0.0136,0.0001,0.0134,0.0139,0.0134,0.0139,
Table m_any_per * f_any_per,Row 2,0.0649,0.0025,0.0600,0.0698,0.0601,0.0700,
Table m_any_per * f_any_per,Total,0.0142,0.0001,0.0140,0.0145,0.0140,0.0145,
Table m_any_per * f_any_per,Difference,-0.0513,0.0025,-0.0562,-0.0463,_,_,1
Table m_any_per * f_any_sui,Row 1,0.0092,0.0001,0.0089,0.0094,0.0090,0.0094,
Table m_any_per * f_any_sui,Row 2,0.0384,0.0020,0.0346,0.0423,0.0347,0.0425,
Table m_any_per * f_any_sui,Total,0.0095,0.0001,0.0093,0.0097,0.0093,0.0097,
Table m_any_per * f_any_sui,Difference,-0.0293,0.0020,-0.0331,-0.0254,_,_,1
Table m_any_sui * f_any_adhd,Row 1,0.0179,0.0001,0.0176,0.0182,0.0176,0.0182,
Table m_any_sui * f_any_adhd,Row 2,0.0608,0.0026,0.0558,0.0658,0.0559,0.0660,
Table m_any_sui * f_any_adhd,Total,0.0184,0.0001,0.0181,0.0187,0.0181,0.0187,
Table m_any_sui * f_any_adhd,Difference,-0.0429,0.0026,-0.0479,-0.0378,_,_,1
Table m_any_sui * f_any_sub,Row 1,0.0502,0.0002,0.0498,0.0507,0.0498,0.0507,
Table m_any_sui * f_any_sub,Row 2,0.1722,0.0041,0.1643,0.1802,0.1643,0.1803,
Table m_any_sui * f_any_sub,Total,0.0515,0.0002,0.0510,0.0519,0.0510,0.0519,
Table m_any_sui * f_any_sub,Difference,-0.1220,0.0041,-0.1300,-0.1140,_,_,1
Table m_any_sui * f_any_dep,Row 1,0.3327,0.0005,0.3317,0.3337,0.3317,0.3337,
Table m_any_sui * f_any_dep,Row 2,0.5513,0.0053,0.5408,0.5617,0.5407,0.5618,
Table m_any_sui * f_any_dep,Total,0.3349,0.0005,0.3339,0.3359,0.3339,0.3359,
Table m_any_sui * f_any_dep,Difference,-0.2186,0.0054,-0.2291,-0.2081,_,_,1
Table m_any_sui * f_any_str,Row 1,0.3187,0.0005,0.3177,0.3197,0.3177,0.3197,
Table m_any_sui * f_any_str,Row 2,0.5093,0.0054,0.4988,0.5198,0.4987,0.5199,
Table m_any_sui * f_any_str,Total,0.3207,0.0005,0.3197,0.3217,0.3197,0.3217,
Table m_any_sui * f_any_str,Difference,-0.1906,0.0054,-0.2011,-0.1800,_,_,1
Table m_any_sui * f_any_anx,Row 1,0.1667,0.0004,0.1659,0.1675,0.1659,0.1675,
Table m_any_sui * f_any_anx,Row 2,0.3273,0.0050,0.3174,0.3371,0.3174,0.3372,
Table m_any_sui * f_any_anx,Total,0.1684,0.0004,0.1676,0.1692,0.1676,0.1692,
Table m_any_sui * f_any_anx,Difference,-0.1605,0.0051,-0.1704,-0.1506,_,_,1
Table m_any_sui * f_any_phb,Row 1,0.0337,0.0002,0.0334,0.0341,0.0334,0.0341,
Table m_any_sui * f_any_phb,Row 2,0.0712,0.0028,0.0658,0.0766,0.0658,0.0768,
Table m_any_sui * f_any_phb,Total,0.0341,0.0002,0.0337,0.0345,0.0337,0.0345,
Table m_any_sui * f_any_phb,Difference,-0.0374,0.0028,-0.0429,-0.0320,_,_,1
Table m_any_sui * f_any_ptsd,Row 1,0.0276,0.0002,0.0273,0.0280,0.0273,0.0280,
Table m_any_sui * f_any_ptsd,Row 2,0.0842,0.0030,0.0784,0.0901,0.0784,0.0903,
Table m_any_sui * f_any_ptsd,Total,0.0282,0.0002,0.0279,0.0286,0.0279,0.0286,
Table m_any_sui * f_any_ptsd,Difference,-0.0566,0.0030,-0.0624,-0.0507,_,_,1
Table m_any_sui * f_any_som,Row 1,0.0132,0.0001,0.0130,0.0135,0.0130,0.0135,
Table m_any_sui * f_any_som,Row 2,0.0245,0.0017,0.0212,0.0277,0.0213,0.0279,
Table m_any_sui * f_any_som,Total,0.0133,0.0001,0.0131,0.0136,0.0131,0.0136,
Table m_any_sui * f_any_som,Difference,-0.0112,0.0017,-0.0145,-0.0080,_,_,1
Table m_any_sui * f_any_psy,Row 1,0.0251,0.0002,0.0247,0.0254,0.0247,0.0254,
Table m_any_sui * f_any_psy,Row 2,0.0831,0.0030,0.0772,0.0889,0.0773,0.0891,
Table m_any_sui * f_any_psy,Total,0.0257,0.0002,0.0253,0.0260,0.0253,0.0260,
Table m_any_sui * f_any_psy,Difference,-0.0580,0.0030,-0.0638,-0.0522,_,_,1
Table m_any_sui * f_any_oth,Row 1,0.2547,0.0005,0.2538,0.2557,0.2538,0.2557,
Table m_any_sui * f_any_oth,Row 2,0.3868,0.0052,0.3765,0.3970,0.3765,0.3971,
Table m_any_sui * f_any_oth,Total,0.2561,0.0005,0.2552,0.2570,0.2552,0.2570,
Table m_any_sui * f_any_oth,Difference,-0.1320,0.0053,-0.1423,-0.1217,_,_,1
Table m_any_sui * f_any_slp,Row 1,0.2055,0.0004,0.2047,0.2064,0.2047,0.2064,
Table m_any_sui * f_any_slp,Row 2,0.3323,0.0051,0.3224,0.3422,0.3224,0.3424,
Table m_any_sui * f_any_slp,Total,0.2068,0.0004,0.2060,0.2077,0.2060,0.2077,
Table m_any_sui * f_any_slp,Difference,-0.1268,0.0051,-0.1367,-0.1168,_,_,1
Table m_any_sui * f_any_sex,Row 1,0.0030,0.0001,0.0029,0.0031,0.0029,0.0031,
Table m_any_sui * f_any_sex,Row 2,0.0045,0.0007,0.0031,0.0059,0.0032,0.0061,
Table m_any_sui * f_any_sex,Total,0.0030,0.0001,0.0029,0.0031,0.0029,0.0031,
Table m_any_sui * f_any_sex,Difference,-0.0015,0.0007,-0.0029,-0.0001,_,_,1
Table m_any_sui * f_any_per,Row 1,0.0137,0.0001,0.0135,0.0140,0.0135,0.0140,
Table m_any_sui * f_any_per,Row 2,0.0616,0.0026,0.0565,0.0667,0.0566,0.0669,
Table m_any_sui * f_any_per,Total,0.0142,0.0001,0.0140,0.0145,0.0140,0.0145,
Table m_any_sui * f_any_per,Difference,-0.0479,0.0026,-0.0529,-0.0428,_,_,1
Table m_any_sui * f_any_sui,Row 1,0.0091,0.0001,0.0089,0.0093,0.0089,0.0093,
Table m_any_sui * f_any_sui,Row 2,0.0459,0.0022,0.0415,0.0503,0.0416,0.0505,
Table m_any_sui * f_any_sui,Total,0.0095,0.0001,0.0093,0.0097,0.0093,0.0097,
Table m_any_sui * f_any_sui,Difference,-0.0368,0.0023,-0.0412,-0.0324,_,_,1
